Wing name,Genotype,Coeff1,Coeff2,Coeff3,Coeff4,Coeff5,Coeff6,Coeff7,Coeff8,Coeff9,Coeff10,Coeff11,Coeff12,Coeff13,Coeff14,Coeff15,Coeff16,Coeff17,Coeff18,Coeff19,Coeff20,Coeff21,Coeff22,Coeff23,Coeff24,Coeff25,Coeff26,Coeff27,Coeff28,Coeff29,Coeff30,Coeff31,Coeff32,Coeff33,Coeff34,Coeff35,Coeff36,Coeff37,Coeff38,Coeff39,Coeff40,Coeff41,Coeff42,Coeff43,Coeff44,Coeff45,Coeff46,Coeff47,Coeff48,Coeff49,Coeff50,Coeff51,Coeff52,Coeff53,Coeff54,Coeff55,Coeff56,Coeff57,Coeff58,Coeff59,Coeff60,Coeff61,Coeff62,Coeff63,Coeff64,Coeff65,Coeff66,Coeff67,Coeff68,Coeff69,Coeff70,Coeff71,Coeff72,Coeff73,Coeff74,Coeff75,Coeff76,Coeff77,Coeff78,Coeff79,Coeff80
samw_F_L_oly_4X_80,Female,2.002926485,0,-0.217131097,0,565.8043348,3.55E-14,4.97E-14,-335.64164,2.965898723,-0.951977452,1.854520675,4.929139425,34.50583927,-1.412125713,-0.307895684,-29.73624676,2.335945773,-1.139336138,-2.512787832,-3.614701464,8.139729369,0.994099512,1.760643811,-2.127051953,-0.021158307,-0.22723871,-1.296490892,-1.17789379,3.309662096,-1.093875628,2.351231275,-2.167175022,0.017917993,0.753695729,-2.385055253,0.567410034,0.750863722,-1.735463236,0.018389786,-0.515654123,0.430124502,1.173374902,0.603105888,1.426991743,0.319910733,-1.112901156,-0.322766544,-1.034720631,0.559323273,0.47063475,0.258177229,-0.09762092,0.058371803,-0.802653585,-0.51166034,0.161287224,0.039487618,0.389445382,0.168858546,0.107455494,0.142667643,-0.46452619,0.420099472,-0.453312565,0.13234609,0.465943112,-0.099536858,-0.025146002,-0.024415193,-0.63868392,-0.173476102,-0.045450383,0.21087116,0.199672958,0.532160327,0.219276576,-0.163895247,-0.282074396,-0.306649293,-0.124264403
samw_F_L_oly_4X_81,Female,-0.905633697,0,-0.029577215,0,500.0372795,1.10E-13,1.85E-13,-292.7239656,1.854396132,0.979112739,2.986454584,4.234209351,29.86184103,1.237693688,0.918595397,-25.90609749,1.375675927,-0.148156792,-0.517568442,-2.234421818,7.335161298,-0.138750851,2.632701096,-1.101247936,-0.127467524,0.519345133,0.24758435,-1.983675876,2.687466872,-0.831549998,2.397305663,-2.410336938,-0.614288762,0.853108825,-2.092088944,0.902191076,0.595404081,-0.947540613,0.701814066,-0.773580917,0.201723473,1.431657028,0.437092163,0.615301765,0.143754876,-0.881544161,-0.692281549,-1.460833417,0.04556668,1.028817813,-0.000251094,-0.045747538,-0.173031598,-0.426748928,-0.475585952,0.12997825,0.10638167,0.832030128,0.091147535,-0.432527245,-0.04162529,-0.408247445,-0.249167504,-0.343811058,0.080329529,0.802049188,-0.506972162,0.254072974,-0.100436647,-0.261725013,-0.262537528,0.038473677,0.383401598,0.542010021,0.28144783,0.210260667,-0.148169919,-0.04298828,-0.519420488,-0.09833288
samw_F_L_oly_4X_82,Female,3.686092557,0,0.597734987,0,564.4350118,-6.75E-14,-1.21E-13,-335.5685117,5.749403467,-1.730729412,2.101408181,3.878486783,32.88304921,2.641921769,2.487784112,-27.96526473,3.157055152,-2.361058857,-3.603092828,-4.464054015,8.189731378,0.151106909,3.201659758,-2.140699401,0.408881336,-0.361544084,-2.511647883,-0.52907024,3.379856307,-0.774959971,2.996850131,-2.848533893,-0.268244797,0.558124343,-2.12116719,1.432232949,0.91905881,-1.117475314,-0.586773165,-0.901419999,0.499975354,1.25307147,1.194625523,1.395572909,0.800059979,-0.850587543,-0.354738255,-0.631532297,0.024881575,0.675135356,0.353423731,-0.572999988,0.203852385,-0.647169186,-0.60011339,-0.265372741,0.141025059,0.795629037,-0.03062912,0.410876349,0.179054977,-0.520662732,0.070329261,-0.528859408,0.203419674,0.526938105,0.272526899,0.10446947,-0.128186809,-0.202978138,-0.386001891,-0.182225738,0.250470407,0.072467696,0.535684322,0.231355319,0.075437368,-0.08772423,0.001319868,-0.097539591
samw_F_L_oly_4X_84,Female,2.011778011,0,0.747349898,0,557.2541853,1.21E-13,2.03E-13,-330.4798761,4.158740795,0.263661981,2.022578864,3.828237507,33.60274313,1.7688336,1.64015117,-29.10189031,2.056277227,-1.152715124,-2.081060931,-4.41920628,8.240500443,-0.450647884,2.615663826,-2.291054093,0.189517738,0.514320354,-1.846103559,-0.601784916,3.238625761,-1.348820542,2.742687523,-2.350692041,0.238026776,0.909140844,-1.834648167,1.006688618,0.45655181,-1.289360905,-0.496726041,-1.230534266,0.773695575,1.128039188,0.705036202,1.457517373,0.191590143,-0.789154809,-0.628928838,-0.698177185,0.365874533,0.529315195,0.246362025,-0.514526799,0.033221123,-0.581993884,-0.418303434,0.184159726,0.131573346,0.64396052,0.262595877,0.326867016,0.034221585,-0.804805436,0.103851753,-0.763060138,0.312666611,0.450264162,0.042377894,0.090735182,-0.353148272,-0.405491272,-0.756234218,-0.208478855,0.376565969,0.221525668,0.576934154,0.072208797,-0.152901221,-0.026981811,-0.381150306,0.016385211
samw_F_L_oly_4X_85,Female,1.487089577,0,0.1479181,0,470.4976645,5.86E-14,9.95E-14,-280.0907104,3.151618485,0.48364369,2.740079324,4.07371655,28.09297637,0.76735026,-0.69240681,-23.81588128,2.525841732,-0.974520471,-1.205393491,-3.020728377,7.110391275,0.631417586,2.49282384,-1.447119502,0.37835337,0.065326649,-1.026968785,-1.945661986,2.623054081,-0.792789921,2.08991226,-1.477343753,-0.178624021,0.463908936,-2.341654417,0.935759488,0.737521598,-0.761894666,0.495333385,-0.676709152,0.487375444,0.998953719,0.477423782,1.075577297,0.175185227,-0.805008819,-0.326090643,-1.129481093,0.187491425,0.360725079,0.025653495,-0.091469707,-0.008410239,-0.415691165,-0.009486141,0.14835353,0.053846788,0.3827336,0.098439198,0.047385154,0.109406645,-0.589315881,0.200948332,-0.594881672,0.116831615,0.336610506,-0.289713779,0.416285563,-0.142289805,-0.482382837,-0.106822645,-0.278134006,0.37003684,0.286639019,0.318846078,0.254717949,-0.175101546,-0.275783529,-0.403708452,-0.198454512
samw_F_L_oly_4X_86,Female,0.401896055,0,0.138459517,0,512.2675211,1.95E-13,3.34E-13,-300.0136086,4.616649112,-0.930325022,3.076551469,0.502148592,30.08723149,1.671547681,2.411267885,-25.74687773,2.36470085,-1.905541677,-3.449275949,-4.079278632,7.181468274,-0.851992489,2.913959004,-0.888391836,0.323251906,-0.307036982,-1.362345606,-1.258005076,3.112503903,-1.338142239,2.459004647,-2.155528187,-0.41927754,0.149398902,-2.216383256,1.199188411,0.9661716,-1.497323502,0.123019727,-0.840662532,0.241204513,1.112114464,0.833844008,1.366818168,0.372990673,-1.403750529,-0.765369755,-1.246480098,0.243393701,0.762367653,0.400927452,0.180769932,-0.238594531,-0.796992314,-0.830275754,-0.133213108,0.552984226,0.658575135,0.463970033,0.131389392,-0.527685124,-0.556690309,-0.008648541,-0.589703271,0.587999985,0.34244214,-0.091103014,0.108993255,-0.637610739,-0.304864415,-0.173577361,0.063870573,0.722161755,-0.020341359,0.241218014,0.236845171,-0.418786857,-0.125540562,0.236715257,-0.190160945
samw_F_L_oly_4X_87,Female,0.683637678,0,1.086420998,0,560.0167159,-3.91E-14,-6.39E-14,-337.2453094,4.905633088,-0.487719721,2.946816683,3.538867163,32.53311332,3.085151444,1.229606955,-28.14450699,1.969725947,-2.362749304,-2.160519251,-5.049736982,7.881303879,-0.040134344,2.165792727,-1.496149175,-0.192171289,-0.384860353,-1.915062103,-0.964281514,3.532676294,-0.671711053,3.043463195,-2.103317084,-0.833858256,0.341282965,-1.937492019,0.489633375,0.97625057,-1.077445694,-0.387562608,-0.705726133,0.020070534,1.041336041,0.891144827,1.368752695,0.757705682,-0.865291901,-0.338139617,-0.654250506,-0.157250764,0.490368013,0.280580815,-0.43759657,0.266510223,-0.559864429,-0.6547488,0.33038695,0.03078837,0.602331958,-0.011441133,0.318178148,0.468147055,-0.550018005,0.290920663,-0.212465829,0.028483269,0.323244228,-0.083259531,-0.252776961,0.183670338,-0.288294216,-0.437494571,-0.362846872,-0.056337092,0.14408242,0.071501271,0.253419474,0.295156295,-0.0598423,0.000589491,-0.197703301
samw_F_L_oly_4X_88,Female,-0.600471767,0,1.036084403,0,530.5657781,1.07E-14,2.84E-14,-316.876291,3.65683277,1.587548994,1.582155472,3.839690021,31.63279355,1.335717001,1.595487243,-27.96446252,1.626683259,-0.563820671,-1.509280286,-3.499568869,7.498054136,-1.262612638,2.144334655,-1.710773883,0.659644982,0.238966524,-0.737043166,-0.976081214,2.820988798,-1.540521367,2.236563622,-2.442045176,-0.058545583,0.555907593,-1.91588688,0.757541696,0.594877487,-1.145853119,-0.13264715,-0.836361624,0.731571434,0.945475454,0.693650663,1.004064296,0.091921677,-0.921593851,-0.668446117,-1.14185474,0.350281299,0.718995335,-0.052885795,-0.280747305,-0.244273994,-0.365091872,-0.483103794,0.408651788,0.294747784,0.658244799,0.361978023,-0.211800349,-0.105585466,-0.529355412,0.110363904,-0.423966804,0.182282864,0.326260517,-0.108318606,0.11379081,-0.370324776,-0.236763936,-0.345592837,-0.108558308,0.429457188,0.075525159,0.304119711,0.071501333,-0.267553136,-0.129544865,-0.130763084,-0.143895767
samw_F_L_oly_4X_89,Female,1.377578428,0,0.60803206,0,541.9019845,-4.26E-14,-7.11E-14,-323.590803,3.383884322,0.901217384,3.763327475,6.046131633,32.66069158,2.033661824,0.961600212,-28.56627415,2.35934676,-1.320941779,-0.924134433,-3.395644101,8.021940057,-0.068182201,1.654569726,-1.573369839,0.686781264,-0.323343901,-0.982146765,-0.863405198,3.435972589,-0.767090003,2.762174439,-1.976910278,-0.097157735,0.055462499,-2.074430299,0.814127719,0.991291674,-0.952623692,0.1391379,-0.822417363,0.294613717,0.819533973,0.880627789,1.015026469,0.450850714,-0.882602672,-0.776331808,-1.108753765,0.143415202,0.538151337,0.139100549,-0.03770531,0.138837757,-0.27375596,-0.88460271,0.432852471,0.337267326,0.60522221,0.279361696,0.01174193,0.295946356,-0.39356322,0.241396738,-0.239479865,0.213786402,0.354749686,-0.18335328,0.042123,0.065192347,-0.285591414,-0.238474283,-0.17564692,0.272876207,0.239693125,0.355099819,0.117452812,0.053474779,-0.064806535,-0.193798074,-0.260921964
samw_F_L_oly_4X_90,Female,-0.252237234,0,0.181095307,0,511.2508425,-4.62E-14,-7.82E-14,-307.5272272,3.165717516,0.452413386,3.795365868,4.452552472,30.98124181,2.085379831,0.557822419,-25.91644515,2.519914892,-0.882803669,-1.747652527,-3.628806429,7.465956043,-0.443892653,2.081312904,-1.407715748,0.664951587,0.240674816,-1.085486346,-1.537320551,2.855276049,-1.04636334,2.684881139,-1.830109658,-0.095582606,0.499915628,-2.163492637,0.672726777,0.708622799,-0.852563952,0.181547859,-0.781703105,0.731056255,1.230440419,0.409429386,1.159955566,0.245894021,-0.939011116,-0.36482384,-1.037663623,0.475288036,0.626403221,0.217117266,-0.282105836,-0.163054803,-0.550710148,-0.382883623,0.23370992,0.352377506,0.541686632,0.199346335,-0.269844385,-0.17293116,-0.517244339,0.153377627,-0.546126033,0.170499752,0.436056597,-0.483164642,0.028181497,-0.222547886,-0.288880046,-0.258306952,0.071422764,0.338444899,0.237865512,0.433255008,0.315373124,-0.085902674,-0.151577228,-0.144983629,-0.1711112
samw_F_L_oly_4X_92,Female,2.180004592,0,0.439492273,0,516.7797957,-3.55E-14,-5.51E-14,-309.1713001,3.822345644,-0.347048265,1.276124425,4.962496714,30.12584801,0.857247018,1.985684702,-26.06204239,2.495239296,-0.947462256,-2.127276598,-3.13845809,7.876833057,-0.260912227,2.361349485,-1.786200691,0.240891215,0.090515799,-0.891953073,-0.965146098,2.989893117,-1.228148445,2.273844073,-2.12047962,-0.286147289,0.580475028,-1.987202266,0.894285341,0.85552404,-1.310891279,-0.293142848,-0.792654792,0.345752867,1.246463538,0.790621597,1.131410713,0.276894067,-1.036650023,-0.705926276,-1.144796464,0.151789339,0.553180448,0.354448394,-0.128943046,-0.150120056,-0.436352224,-0.643398495,0.177567891,0.238283154,0.455798607,0.283205764,-0.022929916,-0.003731581,-0.389868177,0.203488221,-0.323409137,0.089954709,0.23010264,-0.126620665,0.106756927,-0.081188733,-0.204115469,-0.267028425,0.025506498,0.276300849,0.04461428,0.39176966,0.360474115,0.090451829,-0.062970045,-0.16040722,-0.062981738
samw_F_L_oly_4X_93,Female,2.228374543,0,0.472395895,0,540.8517929,1.95E-14,3.20E-14,-325.6867922,3.85647393,-0.297349169,2.728429178,4.824772635,30.88467447,1.540495739,-0.078609569,-27.68083643,2.996191571,-1.967973053,-2.271327954,-3.535188501,7.597804083,0.290680442,2.58025942,-1.600392953,0.266679534,-0.123422977,-1.893778815,-1.126981943,2.771622679,-0.80097134,2.508857621,-2.245511951,-0.075746596,0.371587158,-2.034261231,0.674174293,0.608602472,-1.257943343,0.257801644,-0.580814871,0.356635294,1.144028114,0.781915587,1.493131679,0.215329993,-1.067987679,-0.452570036,-0.866778191,0.51128557,0.531866355,0.039591664,-0.208557485,-0.180776408,-0.544427444,-0.54838758,0.318665877,0.410034917,0.608196105,0.110804438,0.097590971,-0.004039323,-0.402500003,0.428400102,-0.488198547,0.297519548,0.390813243,-0.426979145,-0.087876437,-0.21533349,-0.277315188,-0.220826823,-0.199051121,0.298531671,0.325629907,0.307318046,0.478455734,-0.060597714,-0.202129549,0.06728669,-0.292243669
samw_F_L_oly_4X_94,Female,1.07003628,0,-0.351500313,0,549.6248894,2.84E-14,4.26E-14,-336.0873968,2.867953495,-2.756527751,4.388654381,4.176581609,31.44142713,2.336530236,0.392373311,-28.50685584,2.002775945,-2.492683062,-2.616197281,-3.418731393,7.079351908,-0.36547992,2.374647996,-1.67551558,-0.222320019,-0.583132562,-1.626391837,-0.865866458,3.0619669,-0.775092164,2.469588247,-1.853288162,-0.490070939,0.01506599,-1.785894206,0.696223337,0.748237539,-1.025984336,-0.094134495,-1.133629516,0.161320927,0.889819157,0.615947755,1.388057843,0.443028517,-0.794849934,-0.40938655,-0.906945923,0.16103273,0.464758995,0.254940791,-0.314736682,0.161267454,-0.403717732,-0.764062473,0.201938847,0.254519971,0.623627879,0.036672111,0.246630182,0.201707911,-0.28323165,0.249234867,-0.455846876,0.195168553,0.4064273,-0.169486469,-0.045378068,-0.039961577,-0.224618868,-0.366462472,-0.218763106,0.298721054,0.261525508,0.222188158,0.400891218,-0.066796203,-0.031987035,-0.023216471,-0.319368526
samw_F_L_oly_4X_95,Female,1.317564294,0,0.982772233,0,548.3357885,1.19E-13,2.03E-13,-324.8878965,3.901738769,0.919409786,2.225067943,2.578708735,32.50550425,1.751199771,1.7605619,-28.42739539,1.858314655,-1.687777021,-2.256927492,-4.161920954,7.672372446,-0.067310507,2.818910252,-1.970815433,-0.124747059,0.277094158,-1.406259656,-0.555375653,3.185409866,-1.13772608,3.010177913,-2.134634941,-0.424251998,0.446202669,-2.173713382,0.777486012,0.660982956,-1.561575658,0.004727529,-0.888042501,0.330595636,1.512150909,0.879528938,1.379098097,0.317206066,-1.361704568,-0.613405502,-0.803349285,0.342935254,0.630119924,0.114462528,-0.259396637,-0.0895052,-0.735836108,-0.734903268,0.356754326,0.416424354,0.814599239,0.004186342,0.028414481,0.151828211,-0.706228342,0.268309619,-0.611891667,0.250751272,0.50037244,-0.175100868,0.010792185,-0.137409174,-0.364416909,-0.504391153,-0.209065816,0.386103658,0.323147538,0.389085821,0.465332199,-0.027566445,-0.295382586,0.092825826,-0.158126808
samw_M_L_oly_4X_10,Male,0.441870244,0,-0.234185001,0,495.1665517,-3.91E-14,-6.39E-14,-298.2496601,2.750308091,-0.614487693,3.644195522,2.798877695,28.80081682,1.57165211,0.263538291,-25.4839798,1.939990621,-1.183423062,-2.123328887,-2.437148311,7.049603819,-0.720801019,2.272704192,-0.843980586,0.669159761,0.191229659,-1.22400449,-1.237316177,2.514199204,-1.063905409,2.264739607,-1.799042756,0.07852236,0.618828986,-2.136968764,0.935313247,0.438210035,-1.087329017,0.231609553,-0.676842122,0.739731179,1.106306007,0.59393011,0.906244039,-0.057156173,-0.846517735,-0.55333103,-0.868214234,0.419793495,0.621963816,0.157450099,-0.139585114,-0.255384198,-0.387452965,-0.365272995,0.283506711,0.435922362,0.551732372,-0.124059667,0.012492611,-0.132631724,-0.385790268,0.188897793,-0.34344235,0.358770721,0.537338444,-0.176390692,0.180336084,-0.227178473,-0.262113758,-0.144583278,-0.172543667,0.475665488,0.223278961,0.453299989,0.233337617,-0.180989383,-0.126900125,-0.15550242,-0.185412604
samw_M_L_oly_4X_11,Male,1.526081443,0,0.172116713,0,507.9628482,6.04E-14,1.10E-13,-307.5420117,3.896401134,-1.464203339,3.356078831,2.419055823,28.32330349,2.296473104,-0.13335042,-25.63959867,2.131150956,-2.260133552,-1.693598707,-3.143366186,7.128386993,0.568493665,1.96830216,-1.255500446,0.064307517,-0.596945041,-2.023162159,-1.294820248,2.791291315,-0.425674632,2.67688475,-1.187943842,-0.479611989,0.567951851,-2.067361361,0.581933331,1.060597868,-1.160092825,0.391149248,-0.707586812,0.082238809,1.159716919,0.454198361,1.248903112,0.477900874,-1.021292374,-0.277302375,-0.818380927,0.216821298,0.592088142,0.419079459,-0.104031237,0.069540384,-0.622519252,-0.662195517,-0.078644566,0.139029643,0.581160603,0.034453963,-0.046127324,0.166699704,-0.414625326,0.204992527,-0.143580305,-0.054622806,0.286110847,0.069657902,-0.299488012,-0.000135996,-0.202302437,-0.152433699,-0.097000087,-0.079262581,0.096911421,0.262777559,0.259153671,0.179710013,-0.072763789,0.061987927,-0.034845609
samw_M_L_oly_4X_12,Male,1.294800129,0,0.770575252,0,505.746406,-1.10E-13,-1.71E-13,-310.5537929,2.679985209,1.566260357,3.544942369,4.427360416,29.84648985,3.729816111,0.39676988,-26.96842396,3.051520753,-0.752277833,-1.781899452,-1.9533706,7.36924213,-0.307604809,1.88725861,-1.288046976,0.599303035,0.022871366,0.210697729,-1.104393976,2.847552955,-0.803349648,2.207356949,-2.031883502,-0.16063625,0.583820832,-1.867397309,0.335724493,0.696521035,-0.928268524,-0.106604262,-0.61205203,0.535019994,1.155604117,0.53165838,0.827500649,-0.033605714,-0.86145405,-0.526382967,-1.045245224,0.283797384,0.732697469,0.021299701,-0.046492819,-0.224056405,-0.217458122,-0.609204016,0.421507494,0.529836682,0.499131633,0.436102302,0.027358945,-0.09906024,-0.380133891,0.304926735,-0.339305159,0.128932424,0.236346129,-0.331524942,-0.559704672,-0.224755971,-0.274926257,-0.130908903,0.09479156,0.056672679,0.252643324,0.105481641,0.398128126,-0.090137124,-0.072455539,-0.011798387,-0.29479448
samw_M_L_oly_4X_13,Male,0.998157344,0,0.082118043,0,486.6768708,-9.59E-14,-1.56E-13,-297.0515068,2.327949481,-0.517302963,3.823287608,3.957103612,28.06279308,1.809032459,-0.346652732,-24.94355163,1.801917859,-1.680199588,-1.431957983,-2.469091336,7.044894239,-0.156781715,2.254490971,-1.116177516,0.159494623,-0.034337141,-1.387881926,-1.348004889,2.667368246,-0.794660151,2.132715158,-2.113670771,-0.239381942,0.380417602,-1.681508142,1.094568951,0.524601217,-0.845074064,0.155856202,-0.834238174,0.505448611,0.839197373,0.691339059,0.910336357,0.132789765,-0.824280012,-0.516040892,-0.912820669,0.239208591,0.473573307,0.03920657,0.040016023,-0.039981446,-0.410411801,-0.43720375,0.204792515,0.256905883,0.498480329,0.165118464,-0.13202262,-0.010400105,-0.460312822,-0.046212861,-0.566975118,0.056099639,0.439516581,-0.193250868,0.165879578,-0.132625687,-0.316375371,-0.220054987,-0.059803291,0.173096126,0.237213035,0.491941809,0.238569433,-0.069376763,-0.139905773,-0.311909166,-0.187897419
samw_M_L_oly_4X_14,Male,1.442497539,0,-0.515028454,0,494.5063197,-6.39E-14,-9.95E-14,-300.7863458,2.512261251,-1.863470078,5.517512346,4.177210064,28.42319822,0.67581995,0.019539085,-25.61820595,1.722613216,-2.284345875,-1.377569043,-2.60735221,7.300374917,-0.322865348,1.371516879,-1.311240602,0.027728348,-0.663378738,-1.180619921,-0.739592727,2.755812728,-0.975986457,1.774879984,-1.91742389,-0.215212241,0.051941663,-2.041867582,0.905105604,0.716297451,-1.077731631,-0.140364967,-0.692794489,0.258628577,0.818136162,0.391169936,1.096207268,0.324260312,-0.726043457,-0.558662652,-0.896518816,0.177306613,0.383382256,0.253956207,-0.124431772,-0.029346466,-0.332151417,-0.438093585,0.302333499,0.141234025,0.449203804,0.258647171,-0.119217132,0.174693836,-0.354189118,0.173191337,-0.348490136,0.040521125,0.225467112,-0.014783806,-0.076851902,-0.114211989,-0.170468313,-0.346443816,-0.11077621,0.234383224,0.043643133,0.311400942,0.340293341,0.004343752,-0.026255792,-0.118227113,-0.132357615
samw_M_L_oly_4X_15,Male,1.413745734,0,0.494197806,0,506.9891208,-3.55E-15,-3.55E-15,-309.0549044,3.970571976,-1.28122725,2.805128442,1.58458343,28.35829145,2.169506797,0.760565588,-25.16681032,1.732284024,-2.259821142,-1.805977318,-3.714901946,7.492685273,0.319356556,2.226449011,-0.590458411,-0.182144738,-0.47360898,-1.810624673,-1.167454015,3.233108864,-0.734101896,2.769552211,-1.784597212,-0.601514751,0.336383846,-1.824391046,0.778564318,1.059112125,-0.992724186,-0.144900559,-0.771011117,0.182303508,0.853778395,0.63128728,1.224175176,0.699803647,-0.761102932,-0.622137598,-0.824880315,0.008731911,0.41469048,0.099890008,-0.374702918,0.4285872,-0.316812154,-0.400600095,0.232149866,-0.077947232,0.567421586,-0.144050841,-0.198313582,0.387742016,-0.514298834,0.29773624,-0.653876637,-0.116272089,0.487352483,-0.260388556,0.169829699,0.029684691,-0.25705262,-0.273857291,-0.327964663,0.032418367,0.21312523,0.467276007,0.293389624,0.11087271,-0.105628121,-0.185033098,-0.125938622
samw_M_L_oly_4X_16,Male,1.334175495,0,-0.07041305,0,498.7360001,-9.24E-14,-1.63E-13,-300.3876765,2.888581466,-1.019129079,3.435750057,2.078753164,28.76461609,2.295232956,0.489137614,-25.9239554,1.782124319,-1.616175027,-1.900245209,-2.3734857,6.691815129,-0.351584552,2.608854047,-1.186887616,0.272901338,-0.067827696,-1.488632531,-0.996526454,2.629752329,-0.890342784,2.377759051,-2.049793422,-0.366449068,0.549176071,-1.908705197,0.920368283,0.515333092,-0.968731396,0.130020752,-0.876551717,0.384058024,1.089041089,0.528864677,1.228242356,0.143563617,-0.931733037,-0.710280748,-0.863153917,0.284450513,0.712489065,0.190386459,-0.309564966,-0.054821008,-0.300218284,-0.494221097,0.174488482,0.252800243,0.491937496,0.254418164,-0.011283641,-0.079849381,-0.390845303,0.200723196,-0.447942321,0.236557369,0.215233317,-0.234671436,0.171073293,-0.071798895,-0.148468059,-0.218756982,-0.041088531,0.274110375,0.06562527,0.412023639,0.297545258,-0.009954775,-0.049279479,-0.078467061,-0.229697528
samw_M_L_oly_4X_17,Male,1.161814859,0,0.436982696,0,494.6952015,5.51E-14,1.03E-13,-301.3134092,-0.741417136,2.978225302,6.587292202,3.114356888,26.82064816,5.007280023,1.831783871,-26.55687861,2.04271284,1.07288776,-0.930100179,-2.613077597,8.254841748,2.112096671,1.278816034,-1.402781578,1.827580035,0.631363682,-1.327423648,-1.120065029,3.841982039,-0.824436531,1.992627127,-0.671922603,0.059291213,-0.167136749,-1.755670674,0.473356353,0.709445586,-1.608300451,0.787444999,-0.635724255,-0.290617413,0.919119854,0.573191422,0.585210908,-0.363083176,-0.72785142,-0.336665279,-1.275060573,-0.191231147,1.11247875,0.019913996,-0.439019093,0.054619451,-0.084905496,-0.662769871,0.372615028,0.264795909,0.995194717,0.072853512,-0.143533851,0.563362482,-0.285470121,0.174462744,0.221980091,0.33424071,0.354912727,-0.006130314,0.234630651,0.260273639,-0.717360719,0.508850813,0.160521562,0.052624422,0.055415718,0.357413678,-0.063110619,-0.00273735,-0.329653853,0.032470918,-0.407630238
samw_M_L_oly_4X_18,Male,1.592510975,0,-0.212559358,0,486.134301,6.39E-14,1.03E-13,-295.0763546,3.176600581,-0.579120463,3.482469554,2.771698447,26.96623582,1.622389991,-0.19287162,-26.68629047,1.398875206,-1.568787963,-0.886083062,-2.431028589,6.681863258,0.134269581,2.431459636,-1.059445294,-0.064867354,-0.094101523,-0.995997742,-0.543369217,2.61419901,-1.189800822,2.215943307,-1.656946012,-0.17770525,0.52098137,-1.915128365,1.18043879,0.653292207,-1.056407834,-0.396744944,-0.752995073,0.595133123,0.866374257,0.82772133,0.999133284,0.17928619,-0.65923112,-0.848667075,-1.032675435,0.301291643,0.263083719,0.255644774,-0.175276368,-0.039000476,-0.370622102,-0.309349046,0.222480431,0.283465631,0.310369916,0.03219845,-0.304160451,0.007922257,-0.437811106,0.15563124,-0.401569421,0.100690126,0.228291238,-0.175716799,0.138515401,-0.10601207,-0.277018129,-0.052936229,-0.045160809,0.218459617,-0.002600723,0.400925448,0.188465263,0.036741215,-0.061058751,-0.420982259,-0.061019079
samw_M_L_oly_4X_19,Male,1.752410921,0,0.223085526,0,497.0592143,4.26E-14,6.75E-14,-299.0771212,4.2774658,-1.207258178,1.660356424,1.136699109,27.5071439,1.960084509,1.275919497,-24.43541895,2.570466949,-1.764781475,-2.439117889,-3.26881683,6.950648414,0.452745722,3.094768373,-0.10269359,0.383100219,-0.319877685,-1.907515905,-1.66548093,3.075929762,-0.644871446,2.814105248,-1.742296754,-0.30753662,0.618907418,-2.247267498,0.4140169,0.753431143,-1.12419451,0.205006403,-0.896968333,0.186027824,1.279767388,0.356596564,0.931634117,0.353920104,-0.96883458,-0.267012099,-0.791424271,0.148228938,0.86515419,-0.234725992,-0.188050946,-0.074163957,-0.67358795,-0.128218398,0.306952366,0.160084689,0.830206048,-0.004535327,-0.030027888,0.049975847,-0.661405996,0.537643579,-0.449771359,0.091068417,0.504352231,-0.405834541,0.043710756,-0.206592155,-0.51536036,0.065139941,-0.237094489,0.212517177,0.291761493,0.023160885,0.498191951,-0.091876051,-0.29489103,-0.072727979,-0.327656089
samw_M_L_oly_4X_2,Male,1.378907259,0,-0.044729508,0,499.3894945,1.87E-13,3.09E-13,-302.874683,2.756711098,-1.179269666,4.132088408,4.001749308,27.62776729,2.160853437,0.599641883,-25.99448977,2.384098647,-2.009858017,-1.567258462,-2.891646385,6.884780405,0.574879725,2.428336481,-1.272187145,0.247395652,-0.49133557,-1.413399585,-1.829041344,2.770124043,-0.397778959,2.084047124,-1.313716842,-0.180316774,0.01118447,-2.134392877,1.132515904,1.040720526,-1.1298352,0.580559939,-0.40374234,0.32992056,0.886382297,0.672385893,0.979928438,0.237269685,-0.935105616,-0.437237991,-1.304725296,0.165666382,0.462962789,-0.017474342,-0.141013437,-0.192127092,-0.422809244,-0.426075637,0.078777823,0.131834942,0.646157937,0.063652813,-0.179327495,-0.037656508,-0.355512861,-0.030712878,-0.219973663,0.150881749,0.393985006,-0.340024264,0.218333262,-0.000161542,-0.263753626,-0.077230154,0.224541369,0.347400086,0.095448397,0.377804023,0.292121202,0.066503968,-0.18873699,0.083829219,-0.202296467
